업태명,소재지지번,소재지전화번호,영업일,소재지도로명,메뉴,시군구코드,업소명,경도,위도
경양식,서울특별시 강남구 신사동 535번지 18호 지하1층,,월-금,서울특별시 강남구 도산대로13길 31 (신사동지하1층),칵테일,11680,소셜클럽,127.0228748,37.52000814
,,,오후 6시 30분 - 오전 2시,,"6,000원",,,,
,,,토/일,,,,,,
,,,오후 6시 30분 - 오전 3시,,,,,,
경양식,서울특별시 강남구 신사동 535번지 22호 지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로13길 31-5 (신사동지상1층),메뉴 정보가 없습니다.,11680,슈거빈로이드,127.0226425,37.52029113
경양식,서울특별시 강남구 신사동 535번지 27호 2층,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로13길 33 (신사동2층),메뉴 정보가 없습니다.,11680,스패뉴가로수점,127.0228532,37.52017823
경양식,서울특별시 강남구 신사동 545번지 19호 지상1층,,매일,서울특별시 강남구 도산대로13길 34 (신사동지상1층),19번지 떡볶이,11680,19번지,127.0231143,37.52027726
,,,오전 11시 - 오전 2시 30분 (연중무휴),,"14,000원",,,,
,,,,,19번지 오뎅,,,,
,,,,,"14,000원",,,,
,,,,,19번지 떡오반반,,,,
,,,,,"14,000원",,,,
경양식,서울특별시 강남구 신사동 540번지 11호 지상1층,0-2599-7180,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로15길 12 지상1층 (신사동),메뉴 정보가 없습니다.,11680,브루클린더버거조인트가로수길점(BROOKLYN THE BURGER JOINT),127.0240655,37.51906761
경양식,서울특별시 강남구 신사동 541번지 6호,,매일,서울특별시 강남구 도산대로15길 15 2층 (신사동),인살라타 메디테라네오,11680,지아니스나폴리 신사점,127.0237485,37.51919594
,,,오전 11시 30분 - 오후 10시 30분 (명절 당일 휴무),,"15,000원",,,,
,,,,,프로시다 나폴리,,,,
,,,,,"17,000원",,,,
,,,,,부팔라 모짜렐라 D.O.P,,,,
,,,,,"20,000원",,,,
경양식,서울특별시 강남구 신사동 542번지 4호,,"화,수,목,금,토/일",서울특별시 강남구 도산대로15길 25 지상1층 (신사동),UPPERWEST KITCHEN LUNCH MENU,11680,어퍼웨스트,127.0236065,37.51983759
,,,오전 11시 30분 - 오후 10시 30분 (Lunch Time 11:30~15:00),,양송이 스프 브런치,,,,
,,,휴무일,,"16,000원",,,,
,,,매주 월요일,,치즈 에그 베네딕트 브런치,,,,
,,,,,"17,000원",,,,
경양식,서울특별시 강남구 신사동 542번지 4호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로15길 25 지상2층 (신사동),메뉴 정보가 없습니다.,11680,어퍼웨스트다이닝,127.0236065,37.51983759
경양식,서울특별시 강남구 신사동 544번지 16호 지하1층,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로15길 32 (신사동지하1층),메뉴 정보가 없습니다.,11680,로크식스틴,127.0237526,37.52033167
경양식,서울특별시 강남구 신사동 544번지 4호 지상23층,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로15길 40 지상23층 (신사동),에스프레소,11680,도레도레,127.023433,37.52087795
,,,,,"4,300원",,,,
,,,,,아메리카노,,,,
,,,,,"4,300원",,,,
,,,,,카페라떼,,,,
,,,,,"5,000원",,,,
경양식,서울특별시 강남구 신사동 544번지 4호 지상23층,,매일,서울특별시 강남구 도산대로15길 40 지상23층 (신사동),아메리카노,11680,도레도레 신사점,127.023433,37.52087795
,,,오전 10시 30분 - 오후 11시,,"4,800원",,,,
,,,,,축하해케이크(홀사이즈),,,,
,,,,,"72,000원",,,,
,,,,,소복소복해케이크(홀사이즈),,,,
,,,,,"78,000원",,,,
경양식,서울특별시 강남구 신사동 545번지 8호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로15길 41 B01호 (신사동),메뉴 정보가 없습니다.,11680,그림,127.0255454,37.51969441
경양식,서울특별시 강남구 신사동 545번지 8호,,매일,서울특별시 강남구 도산대로15길 41 B01호 (신사동),아메리카노,11680,화이트플랜,127.0255454,37.51969441
,,,오전 11시 - 오후 10시,,"3,800원",,,,
,,,,,스파클링에이드,,,,
,,,,,"5,000원",,,,
,,,,,리얼요거트스무디,,,,
,,,,,"5,500원",,,,
경양식,서울특별시 강남구 신사동 545번지 8호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로15길 41 B01호 (신사동),메뉴 정보가 없습니다.,11680,하얀도깨비,127.0255454,37.51969441
경양식,서울특별시 강남구 신사동 545번지 8호,,매일,서울특별시 강남구 도산대로15길 41 B01호 (신사동),포텐피자,11680,피자레스토랑 (La Pizzaria),127.0255454,37.51969441
,,,정오 12시 - 오후 11시 30분 (연중무휴),,베이컨쉬림프 치즈크러스트 피자,,,,
,,,,,수제고구마 골드피자,,,,
경양식,서울특별시 강남구 신사동 545번지 8호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로15길 41 B01호 (신사동),메뉴 정보가 없습니다.,11680,화덕피자 La Pizzeria,127.0255454,37.51969441
경양식,서울특별시 강남구 신사동 545번지 4호,,매일,서울특별시 강남구 도산대로15길 45 지하1층 (신사동),메뉴 정보가 없습니다.,11680,두크렘 베이커,127.0231738,37.52114731
,,,오전 11시 - 오후 11시 (연중무휴),,,,,,
경양식,서울특별시 강남구 신사동 545번지 3호 지하1층,070 42245453,매일,서울특별시 강남구 도산대로15길 47 지하1층층 (신사동),길버트버거(5oz),11680,길버트버거앤프라이즈,127.0232014,37.52125892
,,,"오전 11시 30분 - 오후 10시 (BREAK TIME 없음, 마지막주문 21:30)",,"11,000원",,,,
,,,,,마리오 버거(5oz),,,,
,,,,,"10,000원",,,,
,,,,,로켓 버거(5oz),,,,
,,,,,"12,000원",,,,
경양식,서울특별시 강남구 신사동 539번지,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로15길 6 3층 301호 (신사동),메뉴 정보가 없습니다.,11680,미엘드파리,127.024096,37.5186047
경양식,서울특별시 강남구 신사동 540번지 22호 지상1층,02 5141413,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로15길 8 (신사동지상1층),메뉴 정보가 없습니다.,11680,에머이 가로수길,127.0240789,37.51885025
경양식,서울특별시 강남구 신사동 540번지 22호,,매일,서울특별시 강남구 도산대로15길 8 지상1층 102호 (신사동),필리치즈스테이크,11680,라이팸(RYE FAM),127.0240789,37.51885025
,,,오전 11시 - 오후 11시,,"8,000원",,,,
,,,,,치즈닭발샌드위치,,,,
,,,,,"8,000원",,,,
,,,,,해산물샌드위치,,,,
,,,,,"8,000원",,,,
경양식,서울특별시 강남구 신사동 540번지 22호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로15길 8 지상1층 102호 (신사동),辛 스키야키,11680,이불덮밥 가로수점,127.0240789,37.51885025
,,,,,"7,900원",,,,
,,,,,간장새우밥,,,,
,,,,,"6,900원",,,,
,,,,,민물장어/규동,,,,
,,,,,"10,900원",,,,
경양식,서울특별시 강남구 논현동 10번지 3호,,"월-금,토",서울특별시 강남구 도산대로16길 13-7 B201호 (논현동),와인,11680,보틀그린,127.0253572,37.51747632
,,,오후 5시 - 오전 1시 (월-토),,58000~238000,,,,
,,,휴무일,,오늘의 파스타,,,,
,,,매주 일요일,,"19,000원",,,,
,,,,,까수엘라-감바스,,,,
,,,,,"25,000원",,,,
경양식,서울특별시 강남구 논현동 10번지 12호,02 5456616,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로16길 15 (논현동),메뉴 정보가 없습니다.,11680,위너스,127.0252035,37.51706
경양식,서울특별시 강남구 신사동 540번지 5호,,월-금,서울특별시 강남구 도산대로17길 11 지하1층 지상1층 (신사동),시그니처 가지구이,11680,엘쁠라또 보틀클럽,127.0246228,37.51941354
,,,오후 5시 30분 - 오후 11시 59분,,"13,500원",,,,
,,,토요일,,,,,,
,,,오후 5시 30분 - 오후 11시 59분,,,,,,
경양식,서울특별시 강남구 신사동 543번지 11호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로17길 19 1층 (신사동),메뉴 정보가 없습니다.,11680,윤앤코,127.0244013,37.51987801
경양식,서울특별시 강남구 신사동 543번지 11호,,매일,서울특별시 강남구 도산대로17길 19 지하1층 (신사동),콩나물비빔밥,11680,하루 스페이스,127.0244013,37.51987801
,,,오전 9시 30분 - 오후 10시 (일요일 영업 유동적),,"4,500원",,,,
,,,,,참치김치덮밥,,,,
,,,,,"4,500원",,,,
,,,,,오므라이스,,,,
,,,,,"5,000원",,,,
경양식,서울특별시 강남구 신사동 543번지 3호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로17길 23 지상 1층 103호 (신사동),메뉴 정보가 없습니다.,11680,폴라리티,127.024255,37.52018605
경양식,서울특별시 강남구 신사동 555번지 39호,02 545 7588,매일,서울특별시 강남구 도산대로17길 30 지상2층 (신사동),차돌된장찌개,11680,에이커스서울,127.0243113,37.52068202
,,,오전 5시 - 오후 10시 30분,,"9,300원",,,,
,,,,,황태해장국,,,,
,,,,,"9,000원",,,,
,,,,,해물순두부찌개,,,,
,,,,,"9,300원",,,,
경양식,서울특별시 강남구 신사동 544번지 22호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로17길 33 지상1층 (신사동),메뉴 정보가 없습니다.,11680,미켈러바코리아,127.0239411,37.52083043
경양식,서울특별시 강남구 신사동 561번지 17호,,매일,서울특별시 강남구 도산대로17길 4 지상1층 103호 (신사동),베이컨 포테이토 팬치즈,11680,메손(meson),127.0251263,37.51897723
,,,정오 12시 - 오후 9시 (LAST ORDER 20:00),,"15,300원",,,,
,,,,,샐러드 스파게티,,,,
,,,,,"15,500원",,,,
,,,,,바베큐플레이트,,,,
,,,,,"23,000원",,,,
경양식,서울특별시 강남구 신사동 554번지 13호,,월-금,서울특별시 강남구 도산대로17길 44 1층 101102호 (신사동),아메리카노,11680,카페에이빈,127.0238508,37.52145984
,,,오전 8시 - 오후 10시,,"2,500원",,,,
,,,월요일,,쌍화차,,,,
,,,오전 8시 - 오후 10시,,"6,300원",,,,
경양식,서울특별시 강남구 신사동 561번지 11호 지상4층,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로17길 6 지상4층 (신사동),메뉴 정보가 없습니다.,11680,세흠니르,127.0250963,37.51913377
경양식,서울특별시 강남구 신사동 559번지 30호 지상1층,,매일,서울특별시 강남구 도산대로19길 20 (신사동지상1층),원테이블코스1인대관,11680,뜨라또리아,127.0252902,37.52000886
,,,오전 11시 30분 - 오후 10시 (일요일 휴무),,"110,000원",,,,
,,,,,애플리코타치즈샐러드,,,,
,,,,,"13,000원",,,,
,,,,,시금치베이컨씬피자,,,,
,,,,,"16,000원",,,,
경양식,서울특별시 강남구 신사동 559번지 30호 지상1층,,매일,서울특별시 강남구 도산대로19길 20 (신사동지상1층),엔초비 갈릭 오일 파스타,11680,오르비에토(orvieto),127.0252902,37.52000886
,,,오전 11시 30분 - 오후 10시 (매주 화요일 휴무(라스트오더 20:30)),,"14,000원",,,,
,,,,,봉골레 파스타,,,,
,,,,,"15,000원",,,,
,,,,,새우 관자 오일 파스타,,,,
,,,,,"17,000원",,,,
경양식,서울특별시 강남구 신사동 554번지 2호 -101,,휴무일,서울특별시 강남구 도산대로19길 49 101호 (신사동),메뉴 정보가 없습니다.,11680,LA PATTE(라빠뜨),127.0240516,37.52169734
,,,매주 월요일,,,,,,
경양식,서울특별시 강남구 신사동 511번지 0호 우진빌딩 지상1층,,"월,화,수,금,토/일",서울특별시 강남구 도산대로1길 20 (신사동우진빌딩 지상1층),아메리카노,11680,캐나다 핫도그,127.0199871,37.51801797
,,,정오 12시 - 오전 10시,,"5,500원",,,,
,,,휴무일,,아이스티,,,,
,,,매주 목요일,,"6,000원",,,,
경양식,서울특별시 강남구 신사동 511번지 0호 지하1층,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로1길 20 (신사동지하1층),메뉴 정보가 없습니다.,11680,썸,127.0313568,37.52030241
경양식,서울특별시 강남구 신사동 510번지,,매일,서울특별시 강남구 도산대로1길 24 1층 102호 (신사동),닭 가슴살,11680,(주)토마토레드 가티 신사점,127.0199847,37.51826691
,,,"오전 11시 30분 - 오후 10시 (11:30~15:00, 18:00~22:00)",,"15,000원",,,,
,,,월요일,,제철 생선 생면,,,,
,,,24시간 영업 (매주 월요일은 휴무),,"25,000원",,,,
,,,,,저염 명란 관자 생면,,,,
,,,,,"26,000원",,,,
경양식,서울특별시 강남구 신사동 510번지,,"월-금,일",서울특별시 강남구 도산대로1길 24 1층 102호 (신사동),부대찌개,11680,세광 양대창(신사역가로수길점),127.0199847,37.51826691
,,,오전 9시 30분 - 오후 9시,,"8,000원",,,,
,,,휴무일,,설렁탕,,,,
,,,매주 토요일,,"8,000원",,,,
,,,,,설렁탕 특,,,,
,,,,,"10,000원",,,,
경양식,서울특별시 강남구 신사동 510번지,,매일,서울특별시 강남구 도산대로1길 24 1층 102호 (신사동),바지락칼국수,11680,세광양대창 가로수길점,127.0199847,37.51826691
,,,오전 10시 - 오후 10시 (연중무휴),,"7,000원",,,,
,,,,,들깨수제비,,,,
,,,,,"7,000원",,,,
,,,,,새싹열무비빔밥,,,,
,,,,,"6,000원",,,,
경양식,서울특별시 강남구 신사동 509번지 7호 지하1층,02 543 7234,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로1길 28 지하1층 (신사동),메뉴 정보가 없습니다.,11680,황후,127.0198547,37.51857852
경양식,서울특별시 강남구 신사동 508번지 0호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로1길 36 (신사동),메뉴 정보가 없습니다.,11680,다와,127.019678,37.51912538
경양식,서울특별시 강남구 신사동 508번지 0호,,매일,서울특별시 강남구 도산대로1길 36 (신사동),흑돼지모듬 (180g) / 제주산,11680,정담,127.019678,37.51912538
,,,오전 11시 - 오후 11시,,"16,000원",,,,
,,,,,흑돼지오겹살 (180g) / 제주산,,,,
,,,,,"17,000원",,,,
,,,,,흑돼지목살 (180g) / 제주산,,,,
,,,,,"17,000원",,,,
경양식,서울특별시 강남구 신사동 508번지 0호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로1길 36 (신사동),메뉴 정보가 없습니다.,11680,서리달,127.019678,37.51912538
경양식,서울특별시 강남구 신사동 508번지,,매일,서울특별시 강남구 도산대로1길 36 1층 103호 (신사동),아메리카노,11680,영영영영(0000) seoul,127.019678,37.51912538
,,,오전 10시 30분 - 오후 11시,,"4,000원",,,,
경양식,서울특별시 강남구 신사동 506번지 1호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로1길 58 지상1층 (신사동),메뉴 정보가 없습니다.,11680,프라임,127.019277,37.52043071
경양식,서울특별시 강남구 신사동 526번지 3호 지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로1길 78 지상1층 (신사동),메뉴 정보가 없습니다.,11680,사케당,127.0198266,37.52164184
경양식,서울특별시 강남구 신사동 526번지 3호,,월-금,서울특별시 강남구 도산대로1길 78 지하1층 (신사동),돼지 바오,11680,타스,127.0198266,37.52164184
,,,정오 12시 - 오후 2시,,"6,000원",,,,
,,,월-금,,치킨 바오,,,,
,,,오후 5시 - 자정 12시,,"6,000원",,,,
,,,,,한치 / 그린쥬스,,,,
,,,,,"18,000원",,,,
경양식,서울특별시 강남구 신사동 559번지 10호,,매일,서울특별시 강남구 도산대로23길 17 지하1층 (신사동),아메리카노,11680,올데이피자(ALL DAY PIZZA),127.0259373,37.52012756
,,,정오 12시 - 자정 12시 (월요일 휴무),,"4,500원",,,,
,,,,,콜드브루(더치),,,,
,,,,,"6,500원",,,,
,,,,,케잌,,,,
,,,,,"6,000원",,,,
경양식,서울특별시 강남구 신사동 561번지 35호 지상1층,,매일,서울특별시 강남구 도산대로23길 7 (신사동지상1층),만두전골,11680,오르막길,127.0259489,37.51963853
,,,오후 6시 - 오전 4시 (일요일 휴무),,"9,900원",,,,
,,,,,물만두계란탕,,,,
,,,,,"9,900원",,,,
,,,,,속풀이우동,,,,
,,,,,"9,900원",,,,
경양식,서울특별시 강남구 신사동 561번지 35호 지상1층,,"월-금,토",서울특별시 강남구 도산대로23길 7 (신사동지상1층),플랫아이언 스테이크 250,11680,숯(SOOT),127.0259489,37.51963853
,,,오후 5시 - 오후 11시,,"34,000원",,,,
,,,휴무일,,,,,,
,,,매주 일요일,,,,,,
경양식,서울특별시 강남구 신사동 561번지 35호,02 517 8988,월-금,서울특별시 강남구 도산대로23길 7 2층 (신사동),파스타,11680,일 피아또,127.0259489,37.51963853
,,,오전 11시 30분 - 오후 9시 30분 ( 재료소진시 조기마감),,"13,000원",,,,
,,,토요일,,피자,,,,
,,,정오 12시 - 오후 9시 30분 (재료소진시 조기마감),,"15,000원",,,,
,,,,,스테이크,,,,
,,,,,"25,000원",,,,
경양식,서울특별시 강남구 논현동 6번지 17호 수양빌딩 지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로24길 4 (논현동수양빌딩 지상1층),굽네 갈비천왕,11680,아카데미,127.0263285,37.51843115
,,,,,"17,000원",,,,
,,,,,굽네 허니멜로 피자,,,,
,,,,,"15,000원",,,,
,,,,,굽네 갈비천왕 피자,,,,
,,,,,"15,000원",,,,
경양식,서울특별시 강남구 논현동 6번지 17호 지상1층 102호,,매일,서울특별시 강남구 도산대로24길 4 (논현동지상1층 102호),아메리카노,11680,빌라 에이티(Villa AT),127.0263285,37.51843115
,,,오전 10시 - 오후 10시,,"3,000원",,,,
,,,,,플랫화이트,,,,
,,,,,"3,500원",,,,
,,,,,휘낭시에,,,,
,,,,,"2,000원",,,,
경양식,서울특별시 강남구 신사동 562번지 9호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로25길 15 1층 101호 (신사동),메뉴 정보가 없습니다.,11680,빠숑,127.0270839,37.52078221
경양식,서울특별시 강남구 신사동 558번지 8호,,월-금,서울특별시 강남구 도산대로25길 21 지상2층 (신사동),에스프레소,11680,피카,127.0268289,37.52105836
,,,오전 8시 - 오후 10시,,"4,500원",,,,
,,,토/일,,에스프레소 마끼아또,,,,
,,,오전 9시 - 오후 10시,,"4,800원",,,,
,,,,,아메리카노,,,,
,,,,,"5,000원",,,,
경양식,서울특별시 강남구 논현동 8번지 0호 지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로26길 11 (논현동지상1층),메뉴 정보가 없습니다.,11680,라빈느(LA VIGNE),127.0278246,37.51851376
경양식,서울특별시 강남구 논현동 8번지 0호 지상1층,,매일,서울특별시 강남구 도산대로26길 11 (논현동지상1층),산낙지,11680,테이블105,127.0278246,37.51851376
,,,오후 5시 - 오전 5시,,"15,000원",,,,
,,,,,멍게/소라,,,,
,,,,,"10,000원",,,,
,,,,,모듬조개탕,,,,
,,,,,"19,900원",,,,
경양식,서울특별시 강남구 신사동 586번지 9호,02-3445-7711,매일,서울특별시 강남구 도산대로27길 18 (신사동),짬뽕,11680,이사벨,127.0276033,37.52096231
,,,오전 10시 30분 - 오후 8시 30분,,"6,000원",,,,
경양식,서울특별시 강남구 신사동 564번지 9호 지상2층,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로27길 21 (신사동지상2층),메뉴 정보가 없습니다.,11680,몽크투바흐,127.027287,37.52121567
경양식,서울특별시 강남구 신사동 564번지 6호,0-2514-5510,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로27길 25 1층 101호 (신사동),메뉴 정보가 없습니다.,11680,드 미뉴엣,127.0272513,37.52148486
경양식,서울특별시 강남구 신사동 565번지 8호 지상2층,,월-금,서울특별시 강남구 도산대로27길 37 (신사동지상2층),후라이드 치킨,11680,달이 걸린 집,127.0273828,37.52228867
,,,오후 3시 - 오전 4시,,"15,000원",,,,
,,,토/일,,양념치킨/반반,,,,
,,,오후 4시 - 오전 4시,,"16,000원",,,,
,,,,,순살파닭,,,,
,,,,,"16,000원",,,,
경양식,서울특별시 강남구 신사동 585번지 2호 지하1층,02-3445-7369,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로27길 40 (신사동지하1층),메뉴 정보가 없습니다.,11680,라비뉴,127.0276539,37.5223698
경양식,서울특별시 강남구 논현동 8번지 6호,02-0000-0000,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로28길 18 (논현동),메뉴 정보가 없습니다.,11680,캐딜락,127.0282136,37.51806806
경양식,서울특별시 강남구 논현동 65번지 17호 지상1층,02-0548-6688,매일,서울특별시 강남구 도산대로30길 15 (논현동지상1층),누룽지 정식,11680,목련식당,127.0298345,37.51887439
,,,24시간 영업 (연중무휴),,"7,000원",,,,
,,,,,오징어볶음,,,,
,,,,,"15,000원",,,,
,,,,,굴전,,,,
,,,,,"20,000원",,,,
경양식,서울특별시 강남구 논현동 66번지 19호 지하1층,,"월-금,토",서울특별시 강남구 도산대로30길 20 지하1층 (논현동),필리 치즈스테이크,11680,아메리칸무드(american mood),127.0297513,37.51859914
,,,오전 11시 30분 - 오후 10시,,"8,000원",,,,
,,,"쉬는시간 매주 월-금,토",,치즈위즈,,,,
,,,오후 3시 - 오후 5시,,"8,000원",,,,
,,,,,화이트 아메리칸,,,,
,,,,,"8,000원",,,,
경양식,서울특별시 강남구 논현동 73번지 15호 지하1층,02 514 8789,"월-금,토",서울특별시 강남구 도산대로30길 29 (논현동지하1층),소고기쌀국수,11680,미스사이공,127.0303149,37.51805273
,,,오전 10시 30분 - 오후 8시 30분,,"4,200원",,,,
,,,휴무일,,닭쌀국수,,,,
,,,매주 일요일,,"4,200원",,,,
,,,,,볶음밥,,,,
,,,,,"4,500원",,,,
경양식,서울특별시 강남구 논현동 75번지,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로30길 39 지하1층 (논현동),메뉴 정보가 없습니다.,11680,피헨[PEAHEN],127.030702,37.51744585
경양식,서울특별시 강남구 신사동 589번지 8호 지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로33길 16 (신사동지상1층),메뉴 정보가 없습니다.,11680,애즈도아이해브윙스,127.0300258,37.52163113
경양식,서울특별시 강남구 신사동 589번지,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로33길 20 지하1층 (신사동 JS빌딩),메뉴 정보가 없습니다.,11680,오젬 인터내셔널(OZEM International),127.0299029,37.52194269
경양식,서울특별시 강남구 논현동 73번지 39호,,"월-금,토",서울특별시 강남구 도산대로34길 38 지상1층 (논현동),시리얼새우,11680,윤세영 선술,127.0315053,37.51792676
,,,오후 5시 - 오전 1시 (00:00 안주 주문 마감),,"16,000원",,,,
,,,휴무일,,하몽 루꼴라 샐러드,,,,
,,,매주 일요일,,"10,000원",,,,
,,,,,매콤차돌박이탕(마라탕),,,,
,,,,,"20,000원",,,,
경양식,서울특별시 강남구 신사동 589번지 21호 지상12층,,매일,서울특별시 강남구 도산대로35길 16 지상12층 (신사동),에스프레소,11680,589(오팔구),127.0306084,37.52177983
,,,오전 11시 - 오후 11시,,"3,500원",,,,
,,,,,아메리카노,,,,
,,,,,"4,000원",,,,
,,,,,더치,,,,
,,,,,"5,000원",,,,
경양식,서울특별시 강남구 신사동 589번지 17호,02-3446-2027,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로37길 13 지상2층 (신사동),메뉴 정보가 없습니다.,11680,씨에스타,127.031174,37.52193422
경양식,서울특별시 강남구 신사동 628번지,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로37길 20 2층 (신사동),메뉴 정보가 없습니다.,11680,스피카(SPICA),127.0314789,37.52226443
경양식,서울특별시 강남구 신사동 626번지 20호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로37길 37 1층 (신사동),메뉴 정보가 없습니다.,11680,환단고,127.031333,37.52352917
경양식,서울특별시 강남구 신사동 626번지 20호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로37길 37 1층 (신사동),메뉴 정보가 없습니다.,11680,포르테&47(forte&47),127.031333,37.52352917
경양식,서울특별시 강남구 신사동 629번지 38호,,"월-금,토",서울특별시 강남구 도산대로37길 6 지하1층 (신사동),가격정보는 홈페이지 참고,11680,정수사,127.0317007,37.52140902
,,,오전 11시 30분 - 오후 10시,,,,,,
,,,휴무일,,,,,,
,,,매주 일요일 (예약된 단체만 이용가능합니다),,,,,,
경양식,서울특별시 강남구 신사동 629번지 38호,,매일,서울특별시 강남구 도산대로37길 6 지하1층 (신사동),메뉴 정보가 없습니다.,11680,발리,127.0389118,37.49226945
,,,오후 3시 30분 - 자정 12시,,,,,,
경양식,서울특별시 강남구 신사동 629번지 38호,,"화,수,목,금,토/일",서울특별시 강남구 도산대로37길 6 지하1층 (신사동),메뉴 정보가 없습니다.,11680,담소,127.0317007,37.52140902
,,,오전 11시 30분 - 오후 10시 (Break time 15:00~17:00 / Last order 20:30),,,,,,
,,,휴무일,,,,,,
,,,매주 월요일,,,,,,
경양식,서울특별시 강남구 신사동 629번지 38호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로37길 6 지하2층 B2호 (신사동),메뉴 정보가 없습니다.,11680,이모션,127.0317007,37.52140902
경양식,서울특별시 강남구 신사동 629번지 41호,,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로37길 8 지하1층 (신사동),메뉴 정보가 없습니다.,11680,주(Joo),127.0315859,37.52155729
경양식,서울특별시 강남구 신사동 651번지 4호 지상1층,,"화,수,목,금",서울특별시 강남구 도산대로45길 10-4 (신사동지상1층),삼선짜장면,11680,(주)리앤푸드,127.0361578,37.5231482
,,,오전 11시 30분 - 오후 9시 30분,,"8,000원",,,,
,,,"쉬는시간 매주 화,수,목,금",,삼선짬뽕,,,,
,,,오후 3시 - 오후 5시,,"9,000원",,,,
,,,,,전가복,,,,
,,,,,"85,000원",,,,
경양식,서울특별시 강남구 신사동 651번지 4호 지하1층,0-547-7758,매일,서울특별시 강남구 도산대로45길 10-4 지하1층 (신사동),콩나물 냉채,11680,민스키친,127.0361578,37.5231482
,,,오전 11시 30분 - 오후 9시,,"27,000원",,,,
,,,쉬는시간 매일,,[반상] 차돌된장찌개,,,,
,,,오후 2시 30분 - 오후 5시 30분,,"18,000원",,,,
,,,,,[반상] 매콤 삼겹살직화구이 덮밥,,,,
,,,,,"20,000원",,,,
경양식,서울특별시 강남구 신사동 650번지 12호,,매일,서울특별시 강남구 도산대로45길 10-7 1층 (신사동 삼희2빌딩),트러플 아란치니,11680,볼피노,127.0364104,37.52348612
,,,정오 12시 - 오후 3시 (Lunch time (last order 14:00)),,"19,000원",,,,
,,,매일,,고등어 파스타,,,,
,,,오후 6시 - 오후 10시 30분 (Dinner time (last order 21:00)),,"29,000원",,,,
,,,,,새우소시지 오징어먹물 펜네 파스타,,,,
,,,,,"28,000원",,,,
경양식,서울특별시 강남구 신사동 651번지 8호,02 5110048,"월-금,토",서울특별시 강남구 도산대로45길 10-8 (신사동),마카롱,11680,오로라,127.0365343,37.52322629
,,,정오 12시 - 오후 7시,,"2,000원",,,,
,,,휴무일,,쌀누가크래커(2개),,,,
,,,매주 일요일,,"1,500원",,,,
,,,,,쌀디저트,,,,
,,,,,1500~2800,,,,
경양식,서울특별시 강남구 신사동 651번지 8호,02 5110048,매일,서울특별시 강남구 도산대로45길 10-8 (신사동),SIGNATURE COCKTAIL Dr.Punk,11680,오페라,127.0365343,37.52322629
,,,오후 6시 30분 - 오전 2시 30분,,"13,000원",,,,
,,,,,진통제(Pain Killer),,,,
,,,,,"13,000원",,,,
경양식,서울특별시 강남구 신사동 651번지 8호,02 5110048,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로45길 10-8 (신사동),메뉴 정보가 없습니다.,11680,꾼 Live Pub,127.0365343,37.52322629
경양식,서울특별시 강남구 신사동 631번지 36호,02 517 8435,영업시간 정보가 없습니다.,서울특별시 강남구 도산대로45길 11 지하1층 (신사동 주명빌딩),메뉴 정보가 없습니다.,11680,제이 플러스유,127.0352213,37.52305096
