시군구코드,업소명,소재지도로명,소재지지번,소재지전화번호,업태명,메뉴,영업일
11680,제트엑스벤쳐스(주),서울특별시 강남구 역삼로 118 12층 (역삼동),서울특별시 강남구 역삼동  833번지  ,,경양식,,
11680,바나프레소 역삼초교사거리점,서울특별시 강남구 역삼로 127 지상1층2층 (역삼동),서울특별시 강남구 역삼동  829번지 17호  ,,경양식,,
11680,레알몬스터(Real Monster),서울특별시 강남구 역삼로 130 지상1층 (역삼동),서울특별시 강남구 역삼동  834번지 6호  ,02  60710202  ,경양식,,
11680,계몽돈까스,서울특별시 강남구 역삼로 130 지상1층 101호 (역삼동),서울특별시 강남구 역삼동  834번지 6호  ,,경양식,,
11680,홈피그,서울특별시 강남구 역삼로 133 (역삼동지하1층),서울특별시 강남구 역삼동  752번지 42호  지하1층,,경양식,,
11680,바글바글마산아구찜,서울특별시 강남구 역삼로 133 (역삼동지하1층),서울특별시 강남구 역삼동  752번지 42호  지하1층,,경양식,,
11680,피자알볼로&목동버거 역삼직영점,서울특별시 강남구 역삼로 148 1층 (역삼동),서울특별시 강남구 역삼동  789번지 2호  ,,경양식,,
11680,인사이드790,서울특별시 강남구 역삼로 166 (역삼동(101호)),서울특별시 강남구 역삼동  790번지  (101호),,경양식,,
11680,버틀러커피,서울특별시 강남구 역삼로 209 지상1층 (역삼동),서울특별시 강남구 역삼동  734번지 22호  지상1층,,경양식,,
11680,아띠,서울특별시 강남구 역삼로 214 (역삼동지상1층),서울특별시 강남구 역삼동  770번지 0호  지상1층,  02 5683370  ,경양식,,
11680,웰빙엔터프라이즈(주)씨푸드닻,서울특별시 강남구 역삼로 223 (역삼동지상1층),서울특별시 강남구 역삼동  733번지 23호  지상1층,  02 5654142  ,경양식,,
11680,수,서울특별시 강남구 역삼로 246 (역삼동),서울특별시 강남구 역삼동  771번지 7호  ,  02 5667093  ,경양식,,
11680,비노,서울특별시 강남구 역삼로 251 (역삼동CHB전산센터신관지하1층),서울특별시 강남구 역삼동  731번지 0호  CHB전산센터신관지하1층,02  538 7479  ,경양식,,
11680,어린왕자 강남점,서울특별시 강남구 역삼로 310 지상2층 33-15호 (역삼동 한솔필리아),서울특별시 강남구 역삼동  755번지  ,02  26527001  ,경양식,,
11680,갓잇(GOD EAT),서울특별시 강남구 역삼로 409 지상1층 108호 (대치동),서울특별시 강남구 대치동  907번지 12호  ,,경양식,,
11680,포시즌,서울특별시 강남구 역삼로 419 (대치동203호),서울특별시 강남구 대치동  906번지 22호  203호,,경양식,,
11680,빨간모자 피자 대치점,서울특별시 강남구 역삼로 437 1층 (대치동),서울특별시 강남구 대치동  905번지 30호  ,0-2534-2400,경양식,,
11680,지미스 타코(Jimmy's Tacos),서울특별시 강남구 역삼로 452 지상1층 103호 (대치동),서울특별시 강남구 대치동  911번지 13호  ,,경양식,,
11680,펠리체,서울특별시 강남구 역삼로 455 (대치동),서울특별시 강남구 대치동  903번지 4호  ,  02 5388610  ,경양식,,
11680,생생돈까스 대치점,서울특별시 강남구 역삼로 468 지상1층 03호 (대치동),서울특별시 강남구 대치동  912번지 21호  ,,경양식,,
11680,스피니치(SPINACH),서울특별시 강남구 역삼로 555 지하1층 B101-1A호 (대치동 대치동더블유타워),서울특별시 강남구 대치동  952번지 2호  ,,경양식,,
11680,쇼콜라홀딩스(주),서울특별시 강남구 역삼로 601 (대치동지상12층),서울특별시 강남구 대치동  1005번지 8호  지상12층,,경양식,,
11680,모스,서울특별시 강남구 역삼로 601 지하1층 (대치동),서울특별시 강남구 대치동  1005번지 8호  ,,경양식,,
11680,그랜드힐 컨벤션,서울특별시 강남구 역삼로 607 1층 (대치동),서울특별시 강남구 대치동  1004번지 1호  ,,경양식,,
11680,그랜드힐컨벤션,서울특별시 강남구 역삼로 607 지상2층 (대치동),서울특별시 강남구 대치동  1004번지 1호  ,,경양식,,
11680,그랜드힐 컨벤션,서울특별시 강남구 역삼로 607 지상3층 (대치동),서울특별시 강남구 대치동  1004번지 1호  ,,경양식,,
11680,깜보,서울특별시 강남구 역삼로14길 10 (역삼동),서울특별시 강남구 역삼동  834번지 101호  ,,경양식,,
11680,고담정 역삼점,서울특별시 강남구 역삼로14길 10 (역삼동),서울특별시 강남구 역삼동  834번지 101호  ,,경양식,,
11680,우중지곰탕,서울특별시 강남구 역삼로14길 10 (역삼동),서울특별시 강남구 역삼동  834번지 101호  ,,경양식,,
11680,세석정,서울특별시 강남구 역삼로14길 10 (역삼동),서울특별시 강남구 역삼동  834번지 101호  ,,경양식,,
11680,로드빌,서울특별시 강남구 역삼로14길 20 지상1층 (역삼동 우림빌딩),서울특별시 강남구 역삼동  834번지 64호  우림빌딩 지상1층,02  556 0522  ,경양식,,
11680,퍼플피플라운지(Purple people lounge)(PPL),서울특별시 강남구 역삼로19길 3 지하1층 (역삼동),서울특별시 강남구 역삼동  748번지 30호  ,02  34563080  ,경양식,,
11680,서초동연가,서울특별시 강남구 역삼로1길 18 (역삼동지상1층),서울특별시 강남구 역삼동  831번지 32호  지상1층,,경양식,,
11680,마실,서울특별시 강남구 역삼로20길 10 (역삼동지하1층),서울특별시 강남구 역삼동  789번지 16호  지하1층,02  501 7807  ,경양식,,
11680,세진,서울특별시 강남구 역삼로20길 22 지상1층 (역삼동),서울특별시 강남구 역삼동  792번지 59호  지상1층,,경양식,,
11680,오마주,서울특별시 강남구 역삼로20길 9 5층 (역삼동),서울특별시 강남구 역삼동  790번지 20호  ,,경양식,,
11680,수타돈까스,서울특별시 강남구 역삼로26길 5 (역삼동),서울특별시 강남구 역삼동  770번지 21호  ,02-0558-1991,경양식,,
11680,사량도,서울특별시 강남구 역삼로33길 3 (역삼동지상1층),서울특별시 강남구 역삼동  733번지 18호  지상1층,0-2553-8082,경양식,,
11680,프렌즈,서울특별시 강남구 역삼로34길 3 (역삼동지하1층),서울특별시 강남구 역삼동  771번지 1호  지하1층,0-414-8012,경양식,,
11680,아이러브펍,서울특별시 강남구 역삼로3길 20 (역삼동지상2층),서울특별시 강남구 역삼동  830번지 8호  지상2층,0-562-7228,경양식,,
11680,조박사돈까스,서울특별시 강남구 역삼로4길 16 (역삼동성우스타우스 지하B04호),서울특별시 강남구 역삼동  832번지 33호  성우스타우스 지하B04호,,경양식,,
11680,더테이스트,서울특별시 강남구 역삼로4길 16 성우스타우스오피스텔 지상1층 111호 (역삼동),서울특별시 강남구 역삼동  832번지 33호  성우스타우스오피스텔,02  556 1258  ,경양식,,
11680,에쏘빈 (ESSO BEAN),서울특별시 강남구 역삼로5길 21 지상1층 (역삼동),서울특별시 강남구 역삼동  830번지 4호  지상1층,02-6925-0806,경양식,,
11680,니뽕내뽕(선릉점),서울특별시 강남구 역삼로63길 21 (대치동지상2층),서울특별시 강남구 대치동  899번지 4호  지상2층,02  556 0224  ,경양식,,
11680,에이,서울특별시 강남구 역삼로63길 24 (대치동지상5층),서울특별시 강남구 대치동  900번지 0호  지상5층,,경양식,,
11680,명동피자 대치점,서울특별시 강남구 역삼로63길 6 지상1층 2호 (대치동),서울특별시 강남구 대치동  906번지 1호  ,,경양식,,
11680,땡스피자 대치점,서울특별시 강남구 역삼로64길 15 지상1층 101호 (대치동),서울특별시 강남구 대치동  919번지 7호  ,,경양식,,
11680,버닝스톤,서울특별시 강남구 역삼로64길 7 지상1층 101호 (대치동),서울특별시 강남구 대치동  909번지 15호  ,,경양식,,
11680,비어에잇,서울특별시 강남구 역삼로65길 20 지상1층 103호 (대치동),서울특별시 강남구 대치동  900번지 18호  ,,경양식,,
11680,칠랑고,서울특별시 강남구 역삼로67길 19 지상1층 101호 (대치동),서울특별시 강남구 대치동  900번지 19호  ,,경양식,,
11680,별나라 콩다방,서울특별시 강남구 역삼로77길 7 지상1층 102호 (대치동),서울특별시 강남구 대치동  904번지 19호  지상1층-102,02  562 2112  ,경양식,,
11680,더착한피자,서울특별시 강남구 역삼로78길 15 103호 (대치동),서울특별시 강남구 대치동  914번지 18호  -103,02  562 7774  ,경양식,,
11680,대치동1타피자,서울특별시 강남구 역삼로78길 15 103호 (대치동),서울특별시 강남구 대치동  914번지 18호  -103,02  562 7774  ,경양식,,
11680,비터스윗,서울특별시 강남구 역삼로8길 21 지상1층 103호 (역삼동),서울특별시 강남구 역삼동  834번지 27호  지상1층,,경양식,,
11680,비스티버거 역삼점,서울특별시 강남구 역삼로9길 28 도원빌딩 지하1층 2호 (역삼동),서울특별시 강남구 역삼동  742번지 22호  도원빌딩,,경양식,,
11680,드시오(De'cio),서울특별시 강남구 역삼로9길 28 도원빌딩 지하1층 5호 (역삼동),서울특별시 강남구 역삼동  742번지 22호  도원빌딩,,경양식,,
11680,오버뷰,서울특별시 강남구 영동대로 219 2층 1호 (대치동),서울특별시 강남구 대치동  994번지 16호  ,02  550 4291  ,경양식,,
11680,(주)알피스페이스 카페엠(M),서울특별시 강남구 영동대로 315 지상1층 (대치동),서울특별시 강남구 대치동  983번지 10호  ,,경양식,,
11680,(주)알피스페이스 카페엠투(M2),서울특별시 강남구 영동대로 315 지상2층 (대치동),서울특별시 강남구 대치동  983번지 10호  ,02  558 8796  ,경양식,,
11680,(주)바운스 트램폴린파크 대치센터,서울특별시 강남구 영동대로 325 지하3층 (대치동 해암빌딩),서울특별시 강남구 대치동  983번지 1호  S-TOWER(해암빌딩) 지하3층,,경양식,,
11680,(주)바운스 트램폴린파크 삼성센터,서울특별시 강남구 영동대로 325 지하3층 (대치동 해암빌딩),서울특별시 강남구 대치동  983번지 1호  S-TOWER(해암빌딩) 지하3층,,경양식,,
11680,파머스 테이블 오토웨이점,서울특별시 강남구 영동대로 417 지하1층 112호 (대치동 오토웨이 타워),서울특별시 강남구 대치동  948번지  ,,경양식,,
11680,미인 삼계탕,서울특별시 강남구 영동대로 511 (삼성동컨벤션별관 지하2층),서울특별시 강남구 삼성동  159번지 0호  컨벤션별관 지하2층,,경양식,,
11680,아웃백스테이크하우스코엑스점,서울특별시 강남구 영동대로 511 (삼성동컨벤션별관 지하2층14호),서울특별시 강남구 삼성동  159번지 0호  컨벤션별관 지하2층14호,  02 5584491  ,경양식,,
11680,(주)탑클라우드 탑클라우드52,서울특별시 강남구 영동대로 511 52층 (삼성동 트레이드타워),서울특별시 강남구 삼성동  159번지  ,02  60025252  ,경양식,,
11680,캘리포니아 피자 키친 코엑스점,서울특별시 강남구 영동대로 513 1층 E002호 (삼성동 코엑스),서울특별시 강남구 삼성동  159번지  ,0-2551-6500,경양식,,
11680,아그라씨티 코엑스몰,서울특별시 강남구 영동대로 513 기존컨벤션센타동 지하1층 I102호 (삼성동 코엑스몰),서울특별시 강남구 삼성동  159번지  ,02  555 4320  ,경양식,,
11680,티지아이프라이데이스,서울특별시 강남구 영동대로 513 지상1층 (삼성동 코엑스),서울특별시 강남구 삼성동  159번지  코엑스 1층,02-2218-4537,경양식,,
11680,아모리스코엑스,서울특별시 강남구 영동대로 513 지상23층 (삼성동),서울특별시 강남구 삼성동  159번지  지상23층,080 234 7575  ,경양식,,
11680,코엑스연회,서울특별시 강남구 영동대로 513 지상23층 (삼성동),서울특별시 강남구 삼성동  159번지  지상23층,080 234 7575  ,경양식,,
11680,그래머시 코엑스점,서울특별시 강남구 영동대로 513 지상23층 (삼성동),서울특별시 강남구 삼성동  159번지  지상23층,080 234 7575  ,경양식,,
11680,케르반레스토랑 코엑스점,서울특별시 강남구 영동대로 513 지하1층 H105호 (삼성동 기존컨벤션센터),서울특별시 강남구 삼성동  159번지 0호  기존컨벤션센터 지하1층-H105,02  556 4746  ,경양식,,
11680,씨제이푸드월드(CJ FOODWORLD) 코엑스몰점,서울특별시 강남구 영동대로 513 지하1층 H113호 (삼성동 코엑스몰),서울특별시 강남구 삼성동  159번지  ,02-6740-4243,경양식,,
11680,뽀르게따,서울특별시 강남구 영동대로 513 지하1층 I-103호 (삼성동 코엑스기존컨벤션센터),서울특별시 강남구 삼성동  159번지  코엑스기존컨벤션센터 지하1층 I-103,,경양식,,
11680,디퀸즈 코엑스점,서울특별시 강남구 영동대로 513 지하1층 i104호 (삼성동 기존컨벤션센터),서울특별시 강남구 삼성동  159번지  ,02-2276-6660,경양식,,
11680,샤이바나 코엑스점,서울특별시 강남구 영동대로 513 지하1층 i108호 (삼성동 기존컨벤션센터),서울특별시 강남구 삼성동  159번지  ,70-4624-4281,경양식,,
11680,더 플레이스 코엑스점,서울특별시 강남구 영동대로 513 지하1층 J102호 (삼성동 코엑스기존컨벤션센터),서울특별시 강남구 삼성동  159번지  ,,경양식,,
11680,코엑스 뽀모도로,서울특별시 강남구 영동대로 513 지하1층 J-107호 (삼성동 컨벤션센터 코엑스몰),서울특별시 강남구 삼성동  159번지 0호  컨벤션센터 코엑스몰 지하1층-J-107,02-6002-6250,경양식,,
11680,도모다찌,서울특별시 강남구 영동대로 513 지하1층 L101호 (삼성동 코엑스몰),서울특별시 강남구 삼성동  159번지  지하1층,  02 6126002  ,경양식,,
11680,홍대돈부리,서울특별시 강남구 영동대로 513 지하1층 O-106호 (삼성동 코엑스몰),서울특별시 강남구 삼성동  159번지  지하1층,02-6002-6868,경양식,,
11680,레시피뱅크,서울특별시 강남구 영동대로 513 코엑스 동측광장층 (삼성동),서울특별시 강남구 삼성동  159번지  코엑스,055 256 2670  ,경양식,,
11680,데블스도어 코엑스점,서울특별시 강남구 영동대로 513 코엑스 지상1층 (삼성동),서울특별시 강남구 삼성동  159번지  코엑스,02  60022001  ,경양식,,
11680,힘난다 코엑스점,서울특별시 강남구 영동대로 513 코엑스 지하1층 L104호 (삼성동),서울특별시 강남구 삼성동  159번지  코엑스,070 77786768  ,경양식,,
11680,카페마마스 코엑스점,서울특별시 강남구 영동대로 517 지하1층 p105호 (삼성동 아셈타워),서울특별시 강남구 삼성동  159번지  아셈타워 지하1층-p105,02 6002 3240  ,경양식,,
11680,삼성한방삼계탕,서울특별시 강남구 영동대로 602 (삼성동미켈란107지하1층B103B104B105호),서울특별시 강남구 삼성동  107번지 0호  미켈란107지하1층B103B104B105호,0-545-8361,경양식,,
11680,스카이300,서울특별시 강남구 영동대로 607 지상15층 (삼성동 랜드마크빌딩),서울특별시 강남구 삼성동  77번지 11호  15층,,경양식,,
11680,호텔인나인(Hotel in 9),서울특별시 강남구 영동대로 618 19층 (삼성동),서울특별시 강남구 삼성동  91번지 28호  ,02  311 9000  ,경양식,,
11680,벨버드,서울특별시 강남구 영동대로 647 (삼성동3),서울특별시 강남구 삼성동  58번지 2호  3,0--2,경양식,,
11680,드레스가든,서울특별시 강남구 영동대로 707 23층 (청담동 금융주치의 청담센터),서울특별시 강남구 청담동  71번지 8호  금융주치의 청담센터 23층,02 512 1000   ,경양식,,
11680,(주)드레스가든,서울특별시 강남구 영동대로 707 23층 (청담동 금융주치의 청담센터),서울특별시 강남구 청담동  71번지 8호  금융주치의 청담센터 23층,02 512 1000   ,경양식,,
11680,드레스가든,서울특별시 강남구 영동대로 707 지상6층 (청담동 금융주치의청담센터),서울특별시 강남구 청담동  71번지 8호  ,02  512 1000  ,경양식,,
11680,(주)드레스가든,서울특별시 강남구 영동대로 707 지상6층 (청담동 금융주치의청담센터),서울특별시 강남구 청담동  71번지 8호  ,02  512 1000  ,경양식,,
11680,카페이안,서울특별시 강남구 영동대로 708 지상2층 (청담동),서울특별시 강남구 청담동  132번지 19호  지상2층,02  541 8778  ,경양식,,
11680,오로라,서울특별시 강남구 영동대로 712 (청담동),서울특별시 강남구 청담동  132번지 17호  ,02-0545-0015,경양식,,
11680,파파호,서울특별시 강남구 영동대로 721 (청담동지상1층),서울특별시 강남구 청담동  68번지 19호  지상1층,02-3444-9256,경양식,,
11680,녹촌,서울특별시 강남구 영동대로 722 (청담동),서울특별시 강남구 청담동  132번지 0호  ,  02 5496446  ,경양식,,
11680,청담 해물포차,서울특별시 강남구 영동대로 722 (청담동),서울특별시 강남구 청담동  132번지 0호  ,  02 5496446  ,경양식,,
11680,대인청담,서울특별시 강남구 영동대로 722 (청담동),서울특별시 강남구 청담동  132번지 0호  ,  02 5496446  ,경양식,,
11680,대인 식당,서울특별시 강남구 영동대로 722 (청담동),서울특별시 강남구 청담동  132번지 0호  ,  02 5496446  ,경양식,,
11680,풍월오뎅바,서울특별시 강남구 영동대로 722 (청담동풍양빌딩102호),서울특별시 강남구 청담동  132번지  풍양빌딩102호,  02 5404005  ,경양식,,
11680,펜타리움,서울특별시 강남구 영동대로 725 지상3층 (청담동),서울특별시 강남구 청담동  68번지 7호  ,,경양식,,
11680,(주)더 발렌티 리더스,서울특별시 강남구 영동대로 728 34층 (청담동),서울특별시 강남구 청담동  131번지 16호  ,,경양식,,
11680,눈빛,서울특별시 강남구 영동대로 730 3층 (청담동),서울특별시 강남구 청담동  131번지 11호  3층,,경양식,,
11680,더 청담,서울특별시 강남구 영동대로 730 3층 (청담동),서울특별시 강남구 청담동  131번지 11호  3층,,경양식,,
11680,더카네,서울특별시 강남구 영동대로 730 5층 (청담동),서울특별시 강남구 청담동  131번지 11호  ,,경양식,,
11680,의정부오뎅부대찌개 청담점,서울특별시 강남구 영동대로 732 (청담동(201호)),서울특별시 강남구 청담동  131번지 10호  (201호),  02 5182430  ,경양식,,
11680,코머스,서울특별시 강남구 영동대로 737 (청담동지상14층),서울특별시 강남구 청담동  53번지 7호  지상14층,  02 5413111  ,경양식,,
11680,카페비스타,서울특별시 강남구 영동대로 737 (청담동지상1층),서울특별시 강남구 청담동  53번지 7호  지상1층,  02 5413111  ,경양식,,
11680,더칼라,서울특별시 강남구 영동대로 737 (청담동지상1층),서울특별시 강남구 청담동  53번지 7호  지상1층,  02 5413111  ,경양식,,
11680,크레센트,서울특별시 강남구 영동대로 737 (청담동지상1층),서울특별시 강남구 청담동  53번지 7호  지상1층,02  34384324  ,경양식,,
11680,설리,서울특별시 강남구 영동대로106길 29 (삼성동지하1층),서울특별시 강남구 삼성동  161번지 8호  지하1층,  02 5011481  ,경양식,,
11680,피카소,서울특별시 강남구 영동대로106길 38 (삼성동),서울특별시 강남구 삼성동  165번지 0호  ,  02 5628439  ,경양식,,
11680,카페촉,서울특별시 강남구 영동대로112길 38 1층 (삼성동),서울특별시 강남구 삼성동  109번지 0호  1층,02  565 4810  ,경양식,,
11680,닭굼터,서울특별시 강남구 영동대로112길 5 (삼성동대광빌딩지상1층102호),서울특별시 강남구 삼성동  106번지 6호  대광빌딩지상1층102호,0-546-5466,경양식,,
11680,아메리칸테이블,서울특별시 강남구 영동대로112길 66 1층 (삼성동),서울특별시 강남구 삼성동  110번지 1호  ,,경양식,,
11680,치폴라로쏘 삼성본점,서울특별시 강남구 영동대로114길 5 지하2층 (삼성동),서울특별시 강남구 삼성동  91번지 25호  지하2층,,경양식,,
11680,만리장성,서울특별시 강남구 영동대로114길 7 (삼성동지상1층),서울특별시 강남구 삼성동  91번지 24호  지상1층,0-3442-0310,경양식,,
11680,(주)?앤플렛뱅드따블,서울특별시 강남구 영동대로122길 15 (삼성동지상1층),서울특별시 강남구 삼성동  89번지 7호  지상1층,,경양식,,
11680,피쉬앤피쉬,서울특별시 강남구 영동대로128길 15 지상1층 121129130호 (삼성동 홍실상가),서울특별시 강남구 삼성동  79번지  ,02  34434999  ,경양식,,
11680,제이키친,서울특별시 강남구 영동대로128길 5 1층 106호 (삼성동 청구아파트),서울특별시 강남구 삼성동  78번지 4호  청구아파트,,경양식,,
11680,브레쉬에비뉴,서울특별시 강남구 영동대로138길 15 1층 101호 (청담동),서울특별시 강남구 청담동  131번지 13호  ,,경양식,,
11680,우노커피,서울특별시 강남구 영동대로138길 15 1층 101호 (청담동),서울특별시 강남구 청담동  131번지 13호  ,,경양식,,
11680,하오재,서울특별시 강남구 영동대로138길 23 C동 지상2층 (청담동),서울특별시 강남구 청담동  131번지 8호  ,,경양식,,
11680,투바이투,서울특별시 강남구 영동대로138길 23 지상1층 (청담동),서울특별시 강남구 청담동  131번지 8호  ,,경양식,,
11680,예담,서울특별시 강남구 영동대로138길 23 지하1층 (청담동),서울특별시 강남구 청담동  131번지 8호  ,,경양식,,
11680,튜나킹,서울특별시 강남구 영동대로138길 6 (청담동),서울특별시 강남구 청담동  132번지 4호  ,  02 5442409  ,경양식,,
11680,싯토리,서울특별시 강남구 영동대로142길 8 1층 (청담동),서울특별시 강남구 청담동  131번지 2호  1층일부,02 3452 4345  ,경양식,,
11680,브라운돈까스 대치아이파크점,서울특별시 강남구 영동대로85길 20 지하1층 B113B114B115호 (대치동),서울특별시 강남구 대치동  945번지 20호  ,,경양식,,
11680,레디오헤드,서울특별시 강남구 영동대로85길 20-2 (대치동),서울특별시 강남구 대치동  945번지 17호  ,  02 5547674  ,경양식,,
11680,지인,서울특별시 강남구 영동대로85길 20-7 지하1층 (대치동),서울특별시 강남구 대치동  945번지 23호  ,,경양식,,
11680,앤(Anne),서울특별시 강남구 영동대로85길 20-7 지하1층 (대치동),서울특별시 강남구 대치동  945번지 23호  ,,경양식,,
11680,연,서울특별시 강남구 영동대로85길 20-7 지하1층 (대치동),서울특별시 강남구 대치동  945번지 23호  ,,경양식,,
11680,어셈블,서울특별시 강남구 영동대로85길 34 지상1층 104호 (대치동),서울특별시 강남구 대치동  944번지 21호  ,,경양식,,
11680,하레이자카야,서울특별시 강남구 영동대로85길 38 지하1층 (대치동),서울특별시 강남구 대치동  944번지 25호  ,02  552 5030  ,경양식,,
11680,제이,서울특별시 강남구 영동대로85길 7 (대치동천강7층),서울특별시 강남구 대치동  947번지 1호  천강7층,0-562-1232,경양식,,
11680,치킨뱅이대치점,서울특별시 강남구 영동대로86길 18 (대치동),서울특별시 강남구 대치동  1000번지 1호  ,  02 5540199  ,경양식,,
11680,큐비,서울특별시 강남구 영동대로96길 8 (삼성동석광빌딩지하1층),서울특별시 강남구 삼성동  168번지 21호  석광빌딩지하1층,0-558-7500,경양식,,
11680,(주)보나비 아티제 일원점,서울특별시 강남구 일원로 81 지하1층 (일원동 삼성의료원본관),서울특별시 강남구 일원동  50번지  삼성의료원본관 지하1층,02  34120017  ,경양식,,
11680,생생돈까스,서울특별시 강남구 일원로 95 (일원동201호),서울특별시 강남구 일원동  715번지 1호  201호,  02 4450755  ,경양식,,
11680,크레용,서울특별시 강남구 일원로3길 8 (일원동지하1층),서울특별시 강남구 일원동  683번지 3호  지하1층,02-3411-5441,경양식,,
11680,카페인더무드,서울특별시 강남구 일원로5길 10 지상1층 (일원동),서울특별시 강남구 일원동  682번지 2호  ,,경양식,,
11680,도꼬돈카츠,서울특별시 강남구 일원로5길 51 지상1층 101호 (일원동),서울특별시 강남구 일원동  663번지 8호  ,02  63781837  ,경양식,,
11680,피플족발,서울특별시 강남구 일원로5길 6 (일원동),서울특별시 강남구 일원동  682번지 0호  ,02-3411-3056,경양식,,
11680,데이트,서울특별시 강남구 일원로5길 84 (일원동지상1층),서울특별시 강남구 일원동  648번지 1호  지상1층,,경양식,,
11680,아르보식당,서울특별시 강남구 일원로9길 17 지상2층 (일원동),서울특별시 강남구 일원동  681번지 7호  지상2층,,경양식,,
11680,아르보식당,서울특별시 강남구 일원로9길 42 욱진양행 지상2층 201호 (일원동),서울특별시 강남구 일원동  666번지 9호  욱진양행,,경양식,,
11680,리플,서울특별시 강남구 일원로9길 42 지하1층 (일원동),서울특별시 강남구 일원동  666번지 9호  지하1층,,경양식,,
11680,한국피자헛 수서일원점,서울특별시 강남구 일원로9길 7 (일원동지상1층),서울특별시 강남구 일원동  685번지 6호  지상1층,02-0578-3701,경양식,,
11680,광장,서울특별시 강남구 일원로9길 8 (일원동),서울특별시 강남구 일원동  687번지 2호  ,  02 4593367  ,경양식,,
11680,강남에이스타워점 커피더캠프 프리미엄,서울특별시 강남구 자곡로 174-10 지상1층 101102호 (자곡동),서울특별시 강남구 자곡동  649번지  ,,경양식,,
11680,투다리 강남자곡점,서울특별시 강남구 자곡로 180 지상1층 107-2호 (자곡동 강남유탑유블레스),서울특별시 강남구 자곡동  651번지 0호  강남유탑유블레스 지상1층-107-2,,경양식,,
11680,더캠비(THE CAMBIE),서울특별시 강남구 자곡로 192 1층 122호 (자곡동 강남푸르지오시티2차),서울특별시 강남구 자곡동  655번지  ,,경양식,,
11680,오구쌀피자 강남자곡점,서울특별시 강남구 자곡로3길 21 상가3동 지하2층 B208호 (자곡동 엘에이치강남힐스테이트 ),서울특별시 강남구 자곡동  619번지  엘에이치강남힐스테이트 상가3동-B208,02  445 5951  ,경양식,,
11680,라바트,서울특별시 강남구 테헤란로 101 (역삼동지하2층),서울특별시 강남구 역삼동  821번지 1호  지하2층,  02 5613665  ,경양식,,
11680,팬군만두,서울특별시 강남구 테헤란로 103 (역삼동1층),서울특별시 강남구 역삼동  822번지 0호  1층,  02564 3661  ,경양식,,
11680,플래티늄,서울특별시 강남구 테헤란로 103 (역삼동번지23호케이타워지하1층지상12층),서울특별시 강남구 역삼동  822번지  번지23호케이타워지하1층지상12층,0-2052-0021,경양식,,
11680,뉴욕프라이즈강남점,서울특별시 강남구 테헤란로 103 (역삼동지상1층),서울특별시 강남구 역삼동  822번지 0호  지상1층,              ,경양식,,
11680,마노디셰프 강남점,서울특별시 강남구 테헤란로 110 (역삼동지하1층),서울특별시 강남구 역삼동  825번지 18호  지하1층,  02 5617111  ,경양식,,
11680,백경 세꼬시,서울특별시 강남구 테헤란로 124 (역삼동),서울특별시 강남구 역삼동  823번지 0호  ,,경양식,,
11680,강진,서울특별시 강남구 테헤란로 124 (역삼동),서울특별시 강남구 역삼동  823번지 0호  ,,경양식,,
11680,사이드프로젝트,서울특별시 강남구 테헤란로 124 삼원타워 지하1층 B124호 (역삼동),서울특별시 강남구 역삼동  823번지  삼원타워,,경양식,,
11680,바라바,서울특별시 강남구 테헤란로 128 (역삼동),서울특별시 강남구 역삼동  823번지 22호  ,02  556 0521  ,경양식,,
11680,마노디셰프 강남점,서울특별시 강남구 테헤란로 129 지하2층 (역삼동),서울특별시 강남구 역삼동  648번지 9호  ,  02 5617111  ,경양식,,
11680,플로라,서울특별시 강남구 테헤란로 134 (역삼동지하1층),서울특별시 강남구 역삼동  735번지 3호  지하1층,0-3469-5555,경양식,,
11680,주식회사 엠에프지코리아 매드포갈릭 역삼점,서울특별시 강남구 테헤란로 134 포스코P&S타워 지하1층 (역삼동),서울특별시 강남구 역삼동  735번지 3호  포스코P&S타워,02  562 6977  ,경양식,,
11680,에떼,서울특별시 강남구 테헤란로 139-1 (역삼동지상1층),서울특별시 강남구 역삼동  646번지 7호  지상1층,0-501-1974,경양식,,
11680,더블유더블유역삼본점,서울특별시 강남구 테헤란로 142 캐피탈타워 지상3층 (역삼동),서울특별시 강남구 역삼동  736번지 1호  캐피탈타워,02  521 9025  ,경양식,,
11680,질할브로스 역삼점,서울특별시 강남구 테헤란로 151 역삼하이츠빌딩 지하1층 주2-6호 (역삼동),서울특별시 강남구 역삼동  642번지 19호  역삼하이츠빌딩,,경양식,,
11680,생어거스틴 역삼점,서울특별시 강남구 테헤란로 152 (역삼동강남파이낸스 지하1층),서울특별시 강남구 역삼동  737번지 0호  강남파이낸스 지하1층,0-2112-2988,경양식,,
11680,토마틸로역삼지에프씨점,서울특별시 강남구 테헤란로 152 (역삼동강남파이낸스센터 지하2층),서울특별시 강남구 역삼동  737번지 0호  강남파이낸스센터 지하2층,02  21123883  ,경양식,,
11680,토마틸로 역삼 지에프씨점,서울특별시 강남구 테헤란로 152 (역삼동강남파이낸스센터 지하2층),서울특별시 강남구 역삼동  737번지 0호  강남파이낸스센터 지하2층,02  21123883  ,경양식,,
11680,(주)토마틸로코리아 토마틸로 역삼 지에프씨점,서울특별시 강남구 테헤란로 152 (역삼동강남파이낸스센터 지하2층),서울특별시 강남구 역삼동  737번지 0호  강남파이낸스센터 지하2층,02  21123883  ,경양식,,
